Title,Category,Language,Site,Level,Price,Rating,Duration,Skills,Number of viewers,Instructors,Program Type
"Preparing for a Practice-based PhD in Fine Art, Design, and Film",Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Image Analysis for Plant Phenotyping,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Filmmaking and Animation Online and in the Classroom,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Lights, Camera, Computer - Action! How Digital Technology is Transforming Film, TV, and Gaming",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Digital Playground: Where Luxury Fashion is Finding its Sense of Humour,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Improving Your Image: Dental Photography in Practice,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Production Design for Film and Screen,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"The Essential Financial Management Toolbox for Film, Screen and Broadcast",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Living Picture Craze: An Introduction to Victorian Film,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Pictures of Youth: An Introduction to Children’s Visual Culture,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Art Comes First: Exploring the Intersection of Style and Identity,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Drone Safety for Managers (Australia),Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Drone Safety for Managers (India),Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Drone Safety for Managers (Latin America),Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Pop Art,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Digital Skills: User Experience,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Fundamentals: Business Value Through User Experience (UX) Design,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Fundamentals: Creating Business Outcomes,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Fundamentals: Delivering Value to Users,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Strategy and Application: Customer Journey Mapping,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Strategy and Application: Customer Profiling and Design Sprints,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"UX Design Strategy and Application: Strategy, Innovation and the Future of Work",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to UX Design,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Fundamentals: Business Value Through User Experience (UX) Design,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Fundamentals: Creating Business Outcomes,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Fundamentals: Delivering Value to Users,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to UX and Accessible Design,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Creating a Great User Experience for Mobile Apps,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
How to Create Great Online Content,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Strategy and Application: Customer Journey Mapping,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
UX Design Strategy and Application: Customer Profiling and Design Sprints,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"UX Design Strategy and Application: Strategy, Innovation and the Future of Work",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Start Writing Fiction,Business,English,Future Learn,Intermediate,855,4.7,8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Digital Copywriting Fundamentals,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Copywriting Fundamentals,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Feature Writing,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Fairy Tales: Meanings, Messages, and Morals",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
What Does It Mean to Be Human? An Introduction to the Humanities,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
What Is Poetry? An Introduction to Literary Analysis,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Preparing for University,Business,English,Future Learn,Intermediate,855,4.7,7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Brand Strategy and Communication,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Stylistics: Using Linguistics to Explore Texts and Meaning,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Screenwriting,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Poetry: How to Read a Poem,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Pictures of Youth: An Introduction to Children’s Visual Culture,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Art of Washi Paper in Japanese Rare Books,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Content Marketing Strategy with Advertising Week,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
How to Write Your First Song,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Cancer and the Older Person: Improving Care, Outcomes and Experience",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Transgender Healthcare: Caring for Trans Patients,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Ethical Decision-Making in Care,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Good Pharmacy Practice: Medication Management,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding Mental Health in Muslim Communities,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Cancer Survivorship for Primary Care Practitioners,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Rheumatoid Arthritis: Exercises for Hands,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Interpreting Genomic Variation: Fundamental Principles,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Interpreting Genomic Variation: Inherited Cancer Susceptibility,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Caregiving, Dementia, and Incontinence",Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Leading with Kindness and Compassion in Health and Social Care,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Safeguarding Adults: Level 3 Training,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Personalised Care: Peer Leadership Foundation - Step Two,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Caring for Older People: a Partnership Model,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Taking Control of Your Hip and Knee Osteoarthritis,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A Survey of Substance Use Disorder,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Medical Cannabis: Seed to Sale,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK - PORTUGUESE),Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Personal Trainer's Toolkit: Developing Fitness Programs for Older People,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Integrative Pain Management - Chinese Medicine and Western Medicine,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Research Ethics and Vulnerability:  Ethical Research in Adults with Impaired Decision-Making Capacity,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Caring for Children Moving Alone: Protecting Unaccompanied and Separated Children,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"WISDOM - Tomorrow’s Doctor, Today: Supporting Today’s Expert Generalist GP",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Conducting Remote Consultations and Triage,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Capacity Building: Core Competencies for Health Promotion,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Cognitive Behavioural Skills to Treat Back Pain: The Back Skills Training (BeST) Programme,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Neurological Disorders: How to Provide Care,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
English for Healthcare,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding Genetic Disorders: How DNA Influences Health,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Managing COVID-19 in Primary Care,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Working with Patients with Limited Health Literacy,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Healthy Ageing: Concepts, Interventions, and Preparing for the Future",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Dysphagia: Swallowing Difficulties and Medicines,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
End-of-Life Care for People with Dementia,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Protecting Children during COVID-19 and other Infectious Disease Outbreaks,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK),Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Developing Clinical Empathy: Making a Difference in Patient Care,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Preventing and Managing Infections in Childcare and Pre-school,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Social Care During COVID-19: Coping with Self-Isolation and Social Distancing,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
COVID-19: Psychological First Aid in Africa,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Foundations in Dementia,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Supporting Victims of Domestic Violence,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Many Faces of Dementia,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Medicine Administration for Carers,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Care Home Nursing: Changing Perceptions,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Tackling Antimicrobial Resistance: A Social Science Approach,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A Practical Guide for SARS-CoV-2 Whole Genome Sequencing,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Causes of Human Disease: Transmitting and Fighting Infection,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Lyme Disease: Prevention and Management,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Making sense of genomic data: COVID-19 web-based bioinformatics,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Resistant Mosquito: Staying Ahead of the Game in the Fight against Malaria,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Power of Genomics to Understand the COVID-19 Pandemic,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Examining African Contributions to Global Health,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Plagues, Pestilence and Pandemics: Are You Ready?",Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Monday Campaigns: Lessons in Public Health Promotion,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Diagnostics for AMR: Building Back Better from the COVID-19 Pandemic,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Managing COVID-19 in Primary Care,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Role of Diagnostics in the Antimicrobial Resistance Response,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Protección de la infancia durante la COVID-19 y otros brotes de enfermedades infecciosas,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Challenges in Antibiotic Resistance: Point Prevalence Surveys,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Challenges in Antibiotic Resistance: Gram Negative Bacteria,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Antimicrobial Stewardship for the Gulf, Middle East and North Africa",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Role of Vaccines in Preventing Infectious Diseases and Antimicrobial Resistance,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Syndromic Testing and Antimicrobial Stewardship,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
COVID-19 in Africa: Managing the Outbreak in Primary Care Settings,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
e-Bug Health Educator Training,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Preventing and Managing Infections in Childcare and Pre-school,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Vaccine Development: Finding a Vaccine for COVID-19 and Future Pandemics,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Collecting and Using Data for Disease Control and Global Health Decision-Making,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Prison Health: Managing Outbreaks of Tuberculosis in Prisons,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Disease Outbreaks in Low and Middle Income Countries,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Global Challenge of Vector Borne Diseases and How to Control Them,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A History of Public Health in Post-War Britain,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Genealogy: Researching Your Family Tree,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"New Zealand History, Culture and Conflict: A Museum Perspective",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Discover the Hidden History of York,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Travelling Books: History in Europe and Japan,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Scientific Revolution: Understanding the Roots of Modern Science,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A History of Royal Fashion,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Policing and Protest in Manchester: The Moss Side Riots,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Many Faces: Understanding the Complexities of Chinese Culture,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Japanese Subcultures,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A Global History of Sex and Gender: Bodies and Power in the Modern World,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
History of Slavery in the British Caribbean,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Beyond the Ballot: Women’s Rights and Suffrage from 1866 to Today,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Peterloo to the Pankhursts: Radicalism and Reform in the 19th Century,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Sino-Japanese Interactions  Through Rare Books,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
English Football: a Social History,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Japanese Culture Through Rare Books,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Get ready for a Masters in Data Science and AI,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
AI and Big Data in Global Health Improvement,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Artificial Intelligence for Healthcare: Opportunities and Challenges,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Applications of AI Technology,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
AI for Legal Professionals (II): Tools for Lawyers,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Artificial Intelligence: Distinguishing Between Fact and Fiction,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Begin Robotics,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
How to Implement Industry 4.0 Technologies,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Digital Skills: Artificial Intelligence,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Microsoft Azure AI Fundamentals,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
MedTech: AI and Medical Robots,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Build a Physical Computing Prototype,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Internet of Things (IoT) and Sustainability,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
