Title,Category,Language,Site,Level,Price,Rating,Duration,Skills,Number of viewers,Instructors,Program Type
Mathematical Biostatistics Boot Camp 2,Data Science,English,Coursera,Intermediate,855,4.3,0.11,"Statistics,Statistical Hypothesis Testing,Biostatistics,",123,"Brian Caffo, PhD",Free Course
Managerial Economics and Business Analysis Capstone,Business,English,Coursera,Intermediate,855,4.8,0.19,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",120,Vlad Dolgopolov,Free Course
International Marketing Entry and Execution,Business,English,Coursera,Intermediate,855,4.7,0.8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",301,Dae Ryun Chang,Free Course
Build Better Generative Adversarial Networks (GANs),Data Science,English,Coursera,Intermediate,855,4.7,0.31,"Bias in GANs,StyleGANs,Pros and Cons of GANs,GANs Alternatives,GAN Evaluation,",584,Sharon Zhou,Free Course
Noun Clauses and Conditionals,Language Learning,English,Coursera,Intermediate,855,4.8,0.21,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",434,Tamy Chapman,Free Course
Machine Learning: Classification,Data Science,English,Coursera,Intermediate,855,4.7,0.21,"Logistic Regression,Statistical Classification,Classification Algorithms,Decision Tree,",3692,Emily Fox,Free Course
Leading Teams: Building Effective Team Cultures,Business,English,Coursera,Intermediate,855,4.8,0.12,"Develop team culture,Navigate growth and change in teams,Create space for DEIB,Facilitate psychological safety,Manage motivation and engagement,",2139,Elizabeth A. Luckman,Free Course
"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",Computer Science,English,Coursera,Intermediate,855,4.7,0.28,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",263,Michael Nebeling,Free Course
Career Self-Management Advanced Certification,Personal Development,English,Coursera,Intermediate,855,4.7,0.8,"Skills Management,strategy,Personal Development,Personal Branding,Competence (Human Resources),",16,Dr. Valeri Chukhlomin,Free Course
Brand New Brand,Arts and Humanities,English,Coursera,Intermediate,855,4.9,0.24,"Adobe Photoshop,Adobe Indesign,Graphics,Color Theory,",1125,Michael Worthington,Free Course
Writing Stories About Ourselves,Arts and Humanities,English,Coursera,Intermediate,855,4.2,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",86,Said Sayrafiezadeh,Free Course
Managing the Organization,Business,English,Coursera,Intermediate,855,4.7,0.12,"Organizational Culture,Ethics,Decision-Making,Strategic Leadership,Organizational Change,",1316,Michael Bednar,Free Course
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Business,English,Coursera,Intermediate,855,4.6,0.4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1372,Jessica Wachter,Free Course
Critical Thinking Skills for the Professional,Business,English,Coursera,Intermediate,855,4.8,0.7,"Critical Thinking,Decision-Making,Problem Solving,Brainstorming,",527,Diane Davidson,Free Course
Social Media and Digital Marketing Fundamentals,Business,English,Coursera,Intermediate,855,4.7,0.1,"Digital transformation,Digital Marketing,Social Media Marketing,Content Marketing,Digital Strategy,",150,Digital Marketing Institute,Free Course
Functional Programming Principles in Scala,Computer Science,English,Coursera,Intermediate,855,4.8,0.56,"Scala Programming,Recursion,Functional Programming,Immutable Data Types,Higher-Order Function,",8190,Martin Odersky,Free Course
Introduction to Cloud Computing,Information Technology,English,Coursera,Intermediate,855,4.7,0.12,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,",3538,Rav Ahuja,Free Course
Planned Giving,Business,English,Coursera,Intermediate,855,4.5,0.13,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",24,Brian Casey,Free Course
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Health,English,Coursera,Intermediate,855,4.7,0.6,"Data Analysis,Performance Measurement,Project Evaluation,",74,Matt Austin,Free Course
Financial Accounting: Advanced Topics,Business,English,Coursera,Intermediate,855,4.7,0.13,"Cash Flow,Financial Accounting,Cash Flow Statement,Financial Statement,",1596,Oktay Urcan,Free Course
Immunology: Immune System and Infectious Diseases,Health,English,Coursera,Intermediate,855,4.7,0.1,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",16,Malgorzata (Maggie) Trela,Free Course
Public Speaking and Presentations ,Personal Development,English,Coursera,Intermediate,855,4.7,0.7,"Responding with an elevator pitch,Preparing an informative lecture,Delivering a persuasive speech,Engaging others with storytelling,",16,CareerCatalyst,Free Course
"Medical Emergencies: CPR, Toxicology, and Wilderness",Health,English,Coursera,Intermediate,855,4.8,0.12,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",437,"Angela Wright, MD",Free Course
Design Thinking for Innovation,Business,English,Coursera,Intermediate,855,4.7,0.6,"Strategic Thinking,Design Thinking,Innovation Management,Design Management,Innovation,",8188,Jeanne M. Liedtka,Free Course
 Supervised Machine Learning: Classification,Data Science,English,Coursera,Intermediate,855,4.8,0.24,"Decision Tree,Ensemble Learning,Classification Algorithms,Supervised Learning,Machine Learning (ML) Algorithms,",227,Mark J Grover,Free Course
Effective Business Presentations with Powerpoint,Business,English,Coursera,Intermediate,855,4.5,0.1,"Data Analysis,Communication,Presentation Design,Presentation,",1037,Alex Mannella,Free Course
Python Project for Data Science,Data Science,English,Coursera,Intermediate,855,4.5,0.8,"Data Science,Python Programming,Data Analysis,Pandas,Jupyter notebooks,",3071,Azim Hirjani,Free Course
Introduction to Management Consulting,Business,English,Coursera,Intermediate,855,4.8,0.7,"Business Case,Business Analytics,Management Consulting,Problem Solving,Consulting,",166,John Kim,Free Course
Firm Level Economics: Consumer and Producer Behavior,Business,English,Coursera,Intermediate,855,4.8,0.17,"Economics,Consumer Behaviour,Supply And Demand,Cost,",2342,Larry DeBrock,Free Course
Designing the Organization,Business,English,Coursera,Intermediate,855,4.6,0.13,"Organizational Structure,Knowledge of General Business Functions,Organization Design,Organizational Theory,Strategic Management,",1561,Michael Bednar,Free Course
Intermediate Object-Oriented Programming for Unity Games,Computer Science,English,Coursera,Intermediate,855,4.6,0.52,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",294,"Dr. Tim ""Dr. T"" Chamillard",Free Course
Introduction to Python Programming,Computer Science,English,Coursera,Intermediate,855,4.4,0.27,"Python Tools,Python Syntax And Semantics,Programming Principles,Python Programming,Computer Programming,",846,Brandon Krakowsky,Free Course
Healthcare Data Models,Health,English,Coursera,Intermediate,855,4.5,0.11,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",46,Doug Berman,Free Course
Storytelling and influencing: Communicate with impact,Business,English,Coursera,Intermediate,855,4.8,0.18,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1649,Associate Professor Lawrence Ang,Free Course
"Image Segmentation, Filtering, and Region Analysis",Physical Science and Engineering,English,Coursera,Intermediate,855,4.9,0.1,"Image Processing,Image Segmentation,region analysis,image filtering,",21,Amanda  Wang,Free Course
"Defining Diversity, Equity and Inclusion in Organizations",Business,English,Coursera,Intermediate,855,4.8,0.6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",87,"Richard Anthony Baker, J.D., M.P.A, Ph.D.",Free Course
Building a Data Science Team,Data Science,English,Coursera,Intermediate,855,4.5,0.5,"Team Building,Data Science,Management,Team Management,",3255,"Jeff Leek, PhD",Free Course
"Excel/VBA for Creative Problem Solving, Part 1",Computer Science,English,Coursera,Intermediate,855,4.8,0.2,"Microsoft Excel Vba,Computer Programming,Problem Solving,Debugging,",3981,Charlie Nuttelman,Free Course
The Art of Negotiation,Business,English,Coursera,Intermediate,855,4.5,0.6,"Win-Win Game,Negotiation,Planning,Principled Negotiation,",2870,"Sue Robins, M.S. Ed.",Free Course
Positive Psychology Specialization Project: Design Your Life for Well-being,Health,English,Coursera,Intermediate,855,4.8,0.12,"Character Strengths And Virtues,Flourishing,Positive Psychology,Personal Development,",744,"Martin E.P. Seligman, Ph.D.",Free Course
Managing Project Risks and Changes,Business,English,Coursera,Intermediate,855,4.7,0.5,"Project Management,Change Control,Risk Management,Change Management,",8769,"Margaret  Meloni,  MBA, PMP",Free Course
Renewable Energy Projects,Physical Science and Engineering,English,Coursera,Intermediate,855,4.8,0.14,"Renewable Energy,Project Execution,Project Operations,Project Feasibility,Project Management,",42,Stephen R. Lawrence,Free Course
Multiple Regression Analysis in Public Health ,Health,English,Coursera,Intermediate,855,4.7,0.14,"effect modifcation,Proportional Hazards Model,Regression Analysis,Spline approach,",268,"John McGready, PhD, MS",Free Course
Exploratory Data Analysis,Data Science,English,Coursera,Intermediate,855,4.7,0.54,"Cluster Analysis,Ggplot2,R Programming,Exploratory Data Analysis,",6017,"Roger D. Peng, PhD",Free Course
Decision-Making: Blending Art & Science,Business,English,Coursera,Intermediate,855,4.7,0.19,"Decision-Making,Management,Strategic Leadership,Learning How To Learn,Leadership Development,",47,Sydney Finkelstein,Free Course
Building Web Applications in Django,Computer Science,English,Coursera,Intermediate,855,4.7,0.12,"Django Template Language,GET & POST,Object-Oriented Programming (OOP),Cross-Site Scripting Forgery (CSRF),Django (Web Framework),",704,Charles Russell Severance,Free Course
Operations Analytics,Business,English,Coursera,Intermediate,855,4.7,0.1,"Simulation,Mathematical Optimization,Solver,Decision Tree,",4957,Senthil Veeraraghavan,Free Course
Java Programming: Build a Recommendation System,Computer Science,English,Coursera,Intermediate,855,4.7,0.4,"Data Structure,Interfaces,Software Design,Java Programming,",621,Robert Duvall,Free Course
Healthcare Organizations and the Health System,Health,English,Coursera,Intermediate,855,4.5,0.17,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,",280,"Margaret Kilduff, Ph.D.",Free Course
Introduction to Supply Chain Finance & Blockchain Technology,Business,English,Coursera,Intermediate,855,4.6,0.12,"Blockchain Technology Implementation,Foreign Currency Risk Management,Accounts Receivable Management,Accounts Payable Management,Trade Finance Management,",273,Oliver Belin,Free Course
RPA Basics and Introduction to UiPath,Computer Science,English,Coursera,Intermediate,855,4.7,0.6,"Uipath,Studio,Automation,Workflow,rpa,",187,UiPath,Free Course
Symptom Management in Palliative Care,Health,English,Coursera,Intermediate,855,4.5,0.1,"symptom management,Communication,patient-centered care,Symptom Assessment,",15,Kavitha Ramchandran,Free Course
User Experience: Research & Prototyping,Computer Science,English,Coursera,Intermediate,855,4.6,0.11,"User Research,Persona (User Experience),User Experience (UX),Human–Computer Interaction,",893,Elizabeth Gerber,Free Course
C for Everyone: Programming Fundamentals,Computer Science,English,Coursera,Intermediate,855,4.5,0.15,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",5928,Ira Pohl,Free Course
Executive Data Science Capstone,Business,English,Coursera,Intermediate,855,4.7,0.2,"Data Science,Data Analysis,Management,Data Management,",1538,"Jeff Leek, PhD",Free Course
Data Science Methodology,Data Science,English,Coursera,Intermediate,855,4.6,0.8,"Data Science,Methodology,CRISP-DM,Data Analysis,Data Mining,",18923,Alex Aklson,Free Course
Risk Management in Personal Finance,Personal Development,English,Coursera,Intermediate,855,4.8,0.6,"Estate Planning,Risk Management,Life Insurance,Health Insurance,Insurance,",16,Brian Walsh,Free Course
Fashion Retail Transformation,Business,English,Coursera,Intermediate,855,4.7,0.1,"Merchandising,omnichannel processes,Customer Journey Mapping,retail strategy,E-Commerce,",64,Keanan Duffty,Free Course
Leading Change in Health Informatics,Health,English,Coursera,Intermediate,855,4.7,0.15,"Digital Health,Information Technology Planning,Health Informatics,Strategic Leadership,Health Care,",248,"Ashwini S. Davison, M.D.",Free Course
Apache Spark (TM) SQL for Data Analysts,Data Science,English,Coursera,Intermediate,855,4.5,0.13,"Data Analysis,Spark SQL,SQL,",434,Kate Sullivan,Free Course
Financial Forecasting and Reporting,Business,English,Coursera,Intermediate,855,4.7,0.13,"Risk Management: Scenario and Sensitivity Analysis,Sustainability Reporting & ESG Metrics,Budgeting Techniques for Cost and Profit Centers,Financial Ratio Analyses & Forecasting Techniques,Understanding Corporate Financial Statements,",15,"Michael J. Readey, Ph.D.",Free Course
Oracle Database Platform,Computer Science,English,Coursera,Intermediate,855,4.6,0.6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",61,Rafiq Wayani,Free Course
Building Resilient Streaming Analytics Systems on Google Cloud,Information Technology,English,Coursera,Intermediate,855,4.6,0.8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1197,Google Cloud Training,Free Course
Web3 and Blockchain Transformations in Global Supply Chains,Business,English,Coursera,Intermediate,855,4.8,0.12,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",11,Don Tapscott,Free Course
Inventory Management,Business,English,Coursera,Intermediate,855,4.5,0.5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",35,Paul Jan,Free Course
Strategic Organization Design,Business,English,Coursera,Intermediate,855,4.6,0.13,"Organization Design,Strategic Management,Business Strategy,Organizational Structure,",275,Tobias Kretschmer,Free Course
Accounting for Business Decision Making: Measurement and Operational Decisions,Business,English,Coursera,Intermediate,855,3.9,0.16,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",164,"Gary Hecht, Ph.D.",Free Course
Principles of Computing (Part 1),Computer Science,English,Coursera,Intermediate,855,4.7,0.19,"Computer Programming,Algorithms,Python Programming,Combinatorics,",573,Scott Rixner,Free Course
Reinforcement Learning for Trading Strategies,Data Science,English,Coursera,Intermediate,855,3.6,0.12,"Reinforcement Learning Model Development,Reinforcement Learning Trading Algorithm Optimization,Reinforcement Learning Trading Strategy Development,Reinforcement Learning Trading Algo Development,",206,Jack Farmer,Free Course
Strategic Management,Business,English,Coursera,Intermediate,855,4.7,0.1,"Strategic Management,Strategic Thinking,Strategic Planning,Business Strategy,",4113,Robert Austin,Free Course
Sustainable Consumption and Health,Health,English,Coursera,Intermediate,855,4.7,0.13,"Problem Solving,Performance,disease,Flow Network,",16,Olivier Jolliet,Free Course
Engineering Design Process with Autodesk Fusion 360,Physical Science and Engineering,English,Coursera,Intermediate,855,4.7,0.15,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",439,Autodesk,Free Course
"Photography Techniques: Light, Content, and Sharing",Arts and Humanities,English,Coursera,Intermediate,855,4.8,0.23,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1074,Peter Glendinning,Free Course
Algebra: Elementary to Advanced - Equations & Inequalities,Math and Logic,English,Coursera,Intermediate,855,4.8,0.1,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",341,"Joseph W. Cutrone, PhD",Free Course
Introduction to Early Childhood,Social Sciences,English,Coursera,Intermediate,855,4.9,0.1,"Creativity,Child Care,Decision-Making,Communication,Planning & Instruction,",18,JoLynn Fiorentino,Free Course
Python Data Structures,Computer Science,English,Coursera,Intermediate,855,4.9,0.19,"Python Syntax And Semantics,Data Structure,Tuple,Python Programming,",92485,Charles Russell Severance,Free Course
Construction Project Management,Business,English,Coursera,Intermediate,855,4.8,0.26,"Project Management,Construction Management,Work Breakdown Structure,Project Planning,",5908,"Ibrahim Odeh, Ph.D., MBA",Free Course
Machine Learning Data Lifecycle in Production ,Data Science,English,Coursera,Intermediate,855,4.3,0.21,"ML Metadata,Convolutional Neural Network,TensorFlow Extended (TFX),Data Validation,Data transformation,",635,Robert Crowe,Free Course
Data Mining Project,Data Science,English,Coursera,Intermediate,855,4.6,0.1,"Data Clustering Algorithms,Data Analysis,Natural Language Processing,Data Mining,",43,Jiawei Han,Free Course
"Smart Analytics, Machine Learning, and AI on GCP 日本語版",Information Technology,Japanese,Coursera,Intermediate,855,4.5,0.8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",31,Google Cloud Training,Free Course
Business English: Making Presentations,Language Learning,English,Coursera,Intermediate,855,4.8,0.14,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",685,Richard Moore,Free Course
High-Impact Business Writing,Business,English,Coursera,Intermediate,855,4.5,0.6,"Email Writing,Proofreading,Writing,Communication,Business Writing,",3608,"Sue Robins, M.S. Ed.",Free Course
Introduction to Power Electronics,Physical Science and Engineering,English,Coursera,Intermediate,855,4.7,0.11,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",3241,Dr. Robert Erickson,Free Course
Advanced Portfolio Construction and Analysis with Python,Business,English,Coursera,Intermediate,855,4.7,0.12,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",466,Claudia Carrone,Free Course
Mandarin Chinese 1: Chinese for Beginners,Language Learning,English,Coursera,Intermediate,855,4.8,0.19,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1325,Wang Jun,Free Course
What is Financial Accounting?,Business,English,Coursera,Intermediate,855,4.8,0.9,"Practical Applications,Financial Statement,Practical Applications in Accounting,Accounting Cycle,",324,Andrea Eliassen,Free Course
Marketing Strategy Capstone Project,Business,English,Coursera,Intermediate,855,4.7,0.29,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",88,Ramon Diaz-Bernardo,Free Course
Managing the Organization,Business,English,Coursera,Intermediate,855,4.7,0.12,"Organizational Culture,Ethics,Decision-Making,Strategic Leadership,Organizational Change,",1316,Michael Bednar,Free Course
IoT Cloud,Computer Science,English,Coursera,Intermediate,855,4.5,0.18,"Internet,Internet Of Things (IOT),Front And Back Ends,Service Discovery,",16,Matthew Caesar,Free Course
"Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues",Business,English,Coursera,Intermediate,855,4.5,0.12,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",44,"Emily C. Tanner, Ph.D.",Free Course
Hardware Description Languages for FPGA Design,Physical Science and Engineering,English,Coursera,Intermediate,855,4.4,0.36,"Writing Code in Verilog,Simulating FPGA Designs,Designing FPGA Logic,Designing Test Benches,Writing code in VHDL,",506,Timothy Scherr,Free Course
Hardware Security,Computer Science,English,Coursera,Intermediate,855,4.3,0.12,"Montgomery Modular Multiplication,Side-Channel Attack,Hardware Design,Cryptographic Hardware,",636,Gang Qu,Free Course
Business English: Final Project,Language Learning,English,Coursera,Intermediate,855,4.8,0.32,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",26,Andrea Mürau Haraway,Free Course
Online teaching: Using Zoom to connect with learners ,Social Sciences,English,Coursera,Intermediate,855,4.8,0.16,"Video Conferencing,Virtual Class,Lesson Plan,Zoom,Web Conferencing,",38,A/Professor Iain Hay,Free Course
Understanding User Needs,Computer Science,English,Coursera,Intermediate,855,4.7,0.1,"User Research,Affinity Diagram,human computer interaction,User Experience (UX),",462,Kentaro Toyama,Free Course
More on Change and Sustainability,Business,English,Coursera,Intermediate,855,4.8,0.13,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",79,John Byrd,Free Course
Speaking and Presenting: Pitches and Persuasion,Personal Development,English,Coursera,Intermediate,855,4.7,0.9,"Problem Solving,Dynamic Movement,Resilience,Optimism,Ingenuity,",40,Patrick Barry,Free Course
Gestión del talento humano,Business,Spanish,Coursera,Intermediate,855,4.8,0.7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",2170,Patricia Benítez Corona,Free Course
DFSS for the 6 σ Black Belt,Business,English,Coursera,Intermediate,855,4.7,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Lois A. Jordan,Free Course
Spatial Analysis and Satellite Imagery in a GIS,Physical Science and Engineering,English,Coursera,Intermediate,855,4.9,0.14,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,",517,Don Boyes,Free Course
Product Management Essentials,Business,English,Coursera,Intermediate,855,4.6,0.6,"Customer Development,Product Development,Marketing,Product Management,Leadership,",190,Dr. James V. Green,Free Course
Take Your English Communication Skills to the Next Level,Language Learning,English,Coursera,Intermediate,855,4.8,0.12,"Professional,Presentation,Speech,Writing,",757,Amalia B. Stephens,Free Course
Value-Based Care: Capstone Project,Health,English,Coursera,Intermediate,855,4.7,0.4,"Communication,Reflective Practice,interviewing,Receiving feedback,",16,Susie Gronseth,Free Course
Software Processes and Agile Practices,Computer Science,English,Coursera,Intermediate,855,4.7,0.8,"Lean Software Development,Agile Software Development,Software Development Process,Scrum (Software Development),",5128,Kenny Wong,Free Course
Interview Research and Preparation,Business,English,Coursera,Intermediate,855,4.6,0.19,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",254,Charles Duquette,Free Course
Ready to Roll – The Video Production Process,Personal Development,English,Coursera,Intermediate,855,4.7,0.58,"Framing,Video Production,Storytelling,video,",16,Emilie Johnson,Free Course
Operations and Patient Safety for Healthcare IT Staff,Health,English,Coursera,Intermediate,855,4.8,0.6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",130,"Ashwini S. Davison, M.D.",Free Course
Speaking and Presenting: Conversation Starters,Personal Development,English,Coursera,Intermediate,855,4.7,0.9,"listening,Communication,Networking,Clarity,Ingenuity,",20,Patrick Barry,Free Course
FinTech Disruptive Innovation: Implications for Society,Business,English,Coursera,Intermediate,855,4.8,0.12,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",78,Theodore Henry King CLARK,Free Course
Six Sigma Principles ,Business,English,Coursera,Intermediate,855,4.6,0.13,"Lean Six Sigma,Process Improvement,Six Sigma,Lean Methods,",7153,"Bill Bailey, PhD",Free Course
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",Health,English,Coursera,Intermediate,855,4.8,0.11,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",533,Glenn M. Fox,Free Course
Positioning: What you need for a successful Marketing Strategy,Business,English,Coursera,Intermediate,855,4.5,0.11,"Market Segmentation,Marketing Process,Positioning (Marketing),Value Proposition,",877,Ignacio Gafo,Free Course
Data Visualization with Tableau Project,Data Science,English,Coursera,Intermediate,855,4.7,0.11,"Data Analysis,Interactive Visualization,Tableau Software,Data Visualization (DataViz),",489,"Suk S. Brar, M.B.A.",Free Course
European Business Law: Understanding the Fundamentals,Business,English,Coursera,Intermediate,855,4.8,0.13,"Foreign Policy,Law,Legal Research,Business Law,",1228,Hans Henrik Lidgard,Free Course
"Positive Psychology: Character, Grit and Research Methods",Health,English,Coursera,Intermediate,855,4.4,0.23,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1080,"Claire Robertson-Kraft, Ph.D.",Free Course
Career Success Project,Business,Russian,Coursera,Intermediate,855,4.7,0.3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",298,"Patricia  Bravo, MBA, SPHR",Free Course
Six Sigma Advanced Analyze Phase,Business,English,Coursera,Intermediate,855,4.7,0.6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",859,"Christina Scherrer, PhD",Free Course
Questionnaire Design for Social Surveys,Health,English,Coursera,Intermediate,855,4.5,0.16,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",420,"Frederick Conrad, Ph.D.",Free Course
Cybersecurity Compliance Framework & System Administration,Information Technology,English,Coursera,Intermediate,855,4.7,0.17,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",2882,IBM Security Learning Services,Free Course
Introduction to Integrative Nursing,Health,English,Coursera,Intermediate,855,4.7,0.15,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,",60,Mary Jo Kreitzer,Free Course
Cloud Computing Law: Data Protection and Cybersecurity,Social Sciences,English,Coursera,Intermediate,855,5,0.16,"Cybersecurity Regulation,Cloud Services,General Data Protection Regulation (GDPR),International Transfers of Personal Data,Cloud Computing,",22,Christopher Millard,Free Course
 Advanced Topics in Derivative Pricing,Business,English,Coursera,Intermediate,855,4.5,0.16,"Implied Volatility,Synthetic Collateralised Debt Obligation (CDO),Replicating Strategy,Volatility Smile,Computer Programming,",11,Garud Iyengar,Free Course
Molecular Evolution (Bioinformatics IV),Health,English,Coursera,Intermediate,855,4.6,0.18,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",75,Pavel  Pevzner,Free Course
Introduction to Mobile Development,Computer Science,English,Coursera,Intermediate,855,4.7,0.12,"Web Development,React (Web Framework),HTML and CSS,Mobile Development,JavaScript,",213,Taught by Meta Staff,Free Course
World Design for Video Games,Arts and Humanities,English,Coursera,Intermediate,855,4.4,0.7,"Level Design,Art,Video Game Design,Game Design,",761,Théotime Vaillant,Free Course
Physics 102 - Electric Potential and DC Circuits,Physical Science and Engineering,English,Coursera,Intermediate,855,4.7,0.21,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",14,Jason Hafner,Free Course
Why Smart Executives Fail: Common Mistakes & Warning Signs,Business,English,Coursera,Intermediate,855,4.9,0.16,"Learning from Failure,Strategic Leadership,Change Management,Leadership Development,Learning,",133,Sydney Finkelstein,Free Course
"FinTech: Foundations, Payments, and Regulations",Business,English,Coursera,Intermediate,855,4.6,0.6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",2269,Christopher Geczy,Free Course
Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII),Health,English,Coursera,Intermediate,855,4.5,0.8,"Leadership,Patient Safety,Plan Implementation,Quality Improvement,",59,David Schwartz,Free Course
Managing Change when Moving to Google Cloud,Information Technology,English,Coursera,Intermediate,855,4.6,0.1,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",155,Google Cloud Training,Free Course
Implementación del Marketing Mix Proyecto Capstone,Business,Spanish,Coursera,Intermediate,855,4.9,0.2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",25,Ramon Diaz-Bernardo,Free Course
Guitar for Beginners,Arts and Humanities,English,Coursera,Intermediate,855,4.8,0.23,"Tablature,Music notation,Guitar scales,Guitar chords,Guitar,",2211,Thaddeus Hogarth,Free Course
Algebra: Elementary to Advanced - Polynomials and Roots,Math and Logic,English,Coursera,Intermediate,855,4.8,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",73,"Joseph W. Cutrone, PhD",Free Course
Essential Google Cloud Infrastructure: Core Services,Information Technology,English,Coursera,Intermediate,855,4.7,0.11,"Debugging,Cloud Storage,Data Store,Google Cloud Platform,",11271,Google Cloud Training,Free Course
Differential Equations for Engineers,Math and Logic,English,Coursera,Intermediate,855,4.9,0.26,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1943,Jeffrey R. Chasnov,Free Course
Natural Creativity,Computer Science,English,Coursera,Intermediate,855,4.6,0.12,"Artificial Intelligence (AI),Innovation Strategies,Design Thinking,Theories of Creativity,Computational Creativity,",14,Jeongki Lim,Free Course
Coaching Practices,Business,English,Coursera,Intermediate,855,4.7,0.19,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",448,Kris Plachy,Free Course
Digital Marketing Capstone,Business,English,Coursera,Intermediate,855,4.5,0.13,"Digital Marketing,Marketing Analytics,Marketing Plan,Search Advertising,Marketing Performance Measurement And Management,",572,Aric Rindfleisch,Free Course
Fundamentals of Graphic Design,Arts and Humanities,English,Coursera,Intermediate,855,4.8,0.15,"Creativity,Graphics,Design Theory,Color Theory,",16200,Michael Worthington,Free Course
Working with Data,Computer Science,English,Coursera,Intermediate,855,4.8,0.2,"React (Javascript Library),Data Management,Application development,REST APIs,",16,Taught by Meta Staff,Free Course
The Growth Mindset,Business,English,Coursera,Intermediate,855,4.8,0.1,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",472,Lisa Montanaro,Free Course
"Surveillance Systems: Analysis, Dissemination, and Special Systems",Health,English,Coursera,Intermediate,855,4.7,0.6,"Data Collection,Data Analysis,Epidemiology,Disease Surveillance,",334,"Stefan Baral, MD, MPH, MBA, FRCPC",Free Course
Applied Data Science Capstone,Data Science,English,Coursera,Intermediate,855,4.7,0.17,"Methodology,Github,Jupyter Notebook,Data Science Methodology,K-Means Clustering,",6539,Yan Luo,Free Course
Introduction to R Programming for Data Science,Data Science,English,Coursera,Intermediate,855,4.5,0.1,"Data Science,R Programming,",286,Yan Luo,Free Course
